FID_wwf_bi,BIOME,biome2,name,area,FID_strong,OBJECTID,SCAPENAME,PROGRAM,COUNTRY,TYPE,INTACTWILD,HIGHIMPORT,Name_1,Region,WCS_SH,Reason,sq_km
13,14,14,Mangrove,0,4,10,West Central Africa Rainforest,Africa,Multiple,Terrestrial,6,Y,Atlantic Coast,Central Africa,1,,1
13,14,14,Mangrove,0,6,13,West Central Africa Rainforest,Africa,Multiple,Terrestrial,6,y,Guineo-Congolian inland forests,Central Africa,1,,1
13,14,14,Mangrove,0,10,22,,,Panam├í y Colombia,,0,,Choc├│-Dari├®n,AAO,1,,468
13,14,14,Mangrove,0,21,54,,,"Panama, Colombia",,0,,,Mesoamerica,1,,468
5,6,6,Boreal_forests_taiga,0,9,18,,,Canada,,0,,,Boreal,1,,3414
5,6,6,Boreal_forests_taiga,0,53,0,,,USA,,0,,,Arctic Beringia,0,,3414
5,6,6,Boreal_forests_taiga,0,56,0,,,USA,,0,,,Arctic Beringia,0,,3414
10,11,11,Tundra,0,9,18,,,Canada,,0,,,Boreal,1,,12049
10,11,11,Tundra,0,53,0,,,USA,,0,,,Arctic Beringia,0,,12049
10,11,11,Tundra,0,56,0,,,USA,,0,,,Arctic Beringia,0,,12049
