FID_WDPA_O,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,FID_strong,FID_stro_1,OBJECTID,SCAPENAME,PROGRAM,COUNTRY,TYPE,WCS_SH,Reason,CONTINENT,sq_km
57203,301945,301945,1,Nim Li Punit,Nim Li Punit,Archaeological Reserve,Archaeological Reserve,National,VI,Not Applicable,Designated,1995,Federal or national ministry or agency,Not Reported,National Institute of Culture and History,Not Reported,State Verified,1844,BZ-TOL,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,0
57204,301946,301946,1,Santa Rita,Santa Rita,Archaeological Reserve,Archaeological Reserve,National,VI,Not Applicable,Designated,1995,Federal or national ministry or agency,Not Reported,National Institute of Culture and History,Not Reported,State Verified,1844,BZ-CZL,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,0
57205,301947,301947,1,Altun Ha,Altun Ha,Archaeological Reserve,Archaeological Reserve,National,VI,Not Applicable,Designated,1995,Federal or national ministry or agency,Not Reported,National Institute of Culture and History,Not Reported,State Verified,1844,BZ-BZ,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,0
57212,301992,301992,1,Aguacaliente (Luha),Aguacaliente (Luha),Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1998,Local communities,Not Reported,Forest Department/Aguacaliente Management Team,Not Reported,State Verified,1844,BZ-TOL,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,22
57214,302000,302000,1,Pejeperro,Pejeperro,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Not Applicable,Designated,2000,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable,36,35,53,,,"Cost Rica, Panama",Mesoamerica,1,,North America,13
57216,302002,302002,1,Lacustrino Bonilla Bonillita,Lacustrino Bonilla Bonillita,Humedal,Wetland,National,II,Not Applicable,Designated,1994,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-L,CRI,CRI,Not Applicable,Not Applicable,36,35,53,,,"Cost Rica, Panama",Mesoamerica,1,,North America,0
57279,302128,302128,1,R├¡o San Juan,R├¡o San Juan,Refugio de Vida Silvestre,Wildlife Refuge,National,IV,Not Applicable,Designated,1999,Federal or national ministry or agency,Not Reported,Ministerio del Ambiente y Los Recursos Naturales (MARENA),Not Reported,State Verified,820,NI-SJ,NIC,NIC,Not Applicable,Not Applicable,35,34,52,,,"Nicaragua, Costa Rica",Mesoamerica,1,,North America,421
57282,302132,302132,1,Makantaka,Makantaka,Reserva Natural,Nature Reserve,National,IV,Not Applicable,Designated,1991,Federal or national ministry or agency,Not Reported,Ministerio del Ambiente y Los Recursos Naturales (MARENA),Not Reported,State Verified,820,NI-CN,NIC,NIC,Not Applicable,Not Applicable,34,33,51,,,"Honduras, Nicaragua",Mesoamerica,1,,North America,25
57390,302627,302627,1,Pen├¡nsula de Zapata,Pen├¡nsula de Zapata,├ürea Protegida de Recursos Manejados,Protected Area of Managed Resources,National,II,Not Applicable,Designated,2008,Not Reported,State,Grupo Empresarial de Flora y la Fauna,www.snap.cu,State Verified,532,Not Reported,CUB,CUB,Not Applicable,Not Applicable,31,30,48,,,Cuba,Mesoamerica,1,,North America,56
57678,303326,303326,1,Fortuna,Fortuna,Reserva Forestal,Forest Reserve,National,VI,Not Applicable,Designated,1976,Government-delegated management,Multiple ownership,Enel Fortuna,Not Reported,State Verified,822,Not Reported,PAN,PAN,Not Applicable,Not Applicable,36,35,53,,,"Cost Rica, Panama",Mesoamerica,1,,North America,202
59698,306265,306265,1,Sureste de El Ingl├®s,Sureste de El Ingl├®s,Refugio de Fauna,Wildlife Refuge,National,IV,Not Applicable,Proposed,2008,Sub-national ministry or agency,State,Grupo Empresarial de Flora y la Fauna,www.snap.cu,State Verified,532,Not Reported,CUB,CUB,Not Applicable,Not Applicable,31,30,48,,,Cuba,Mesoamerica,1,,North America,100
60064,306776,306776,1,Arrecifes de Xcalak,Arrecifes de Xcalak,Parque Nacional,National Park,National,IV,Not Applicable,Designated,2000,Federal or national ministry or agency,State,National Commission of Natural Protected Areas,http://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/Xcalak_ok.pdf,State Verified,1850,MX-ROO,MEX,MEX,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,58
60069,306780,306780_B,1,Calakmul,Calakmul - Zona de Amortiguamiento,Reserva de la Bi├│sfera,Biosphere Reserve,National,VI,Not Applicable,Designated,1989,Federal or national ministry or agency,State,National Commission of Natural Protected Areas,http://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/calakmul.pdf,State Verified,1850,MX-CAM,MEX,MEX,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,6
60108,306824,306824,1,Otoch Ma'ax Yetel Kooh,Otoch Ma'ax Yetel Kooh,├ürea de Protecci├│n de Flora y Fauna,Flora and Fauna Protection Area,National,VI,Not Applicable,Designated,2002,Federal or national ministry or agency,State,National Commission of Natural Protected Areas,http://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/otoch.pdf,State Verified,1850,MX-ROO,MEX,MEX,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,54
63421,313426,313426,1,Gra Gra Lagoon,Gra Gra Lagoon,National Park,National Park,National,II,Not Applicable,Designated,2002,Local communities,Not Reported,Forest Department/Friends of GraGra,Not Reported,State Verified,1844,BZ-SC,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,4
63424,313429,313429,1,Spanish Creek,Spanish Creek,Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,Designated,2002,Local communities,Not Reported,Forest Department/Rancho Dolores Environmental Development Group,Not Reported,State Verified,1844,BZ-OW,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,24
63428,313433,313433,1,Thousand Foot Fall,Thousand Foot Fall,Natural Monument,Natural Monument,National,III,Not Applicable,Designated,2004,Collaborative governance,Not Reported,Forest Department/Belize Audubon Society,Not Reported,State Verified,1844,BZ-CY,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,5
63430,313437,313437,1,Lubantun,Lubantun,Archaeological Reserve,Archaeological Reserve,National,VI,Not Applicable,Designated,2009,Federal or national ministry or agency,Not Reported,National Institute of Culture and History,Not Reported,State Verified,1844,BZ-TOL,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,0
75626,342347,342347,1,Bala'an Ka'ax,Bala'an Ka'ax,├ürea de Protecci├│n de Flora y Fauna,Flora and Fauna Protection Area,National,VI,Not Applicable,Designated,2005,Federal or national ministry or agency,State,National Commission of Natural Protected Areas,http://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/Final_BallanKaxx.pdf,State Verified,1850,MX-ROO; MX-CAM; MX-YUC,MEX,MEX,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,17
75628,342356,342356,1,Laguna del Tigre,Laguna del Tigre,Parque Nacional,National Park,National,II,Not Applicable,Designated,1990,Federal or national ministry or agency,State,CONAP,Not Reported,State Verified,814,GT-PE,GTM,GTM,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,2223
75630,342380,342380,1,Barton Creek,Barton Creek,Archaeological Reserve,Archaeological Reserve,National,VI,Not Applicable,Designated,2009,Federal or national ministry or agency,Not Reported,National Institute of Culture and History,Not Reported,State Verified,1844,BZ-CY,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,0
75632,342385,342385,1,Aguacate Lagoon,Aguacate Lagoon,Private Reserve,Private Reserve,National,IV,Not Applicable,Designated,0,Not Reported,Not Reported,Mennonite Community,Not Reported,State Verified,1844,BZ-CY,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,1
75633,342393,342393,1,Peccary Hills,Peccary Hills,National Park,National Park,National,II,Not Applicable,Designated,2007,Federal or national ministry or agency,Not Reported,Forest Department,Not Reported,State Verified,1844,BZ-BZ,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,43
75634,342394,342394,1,Runaway Creek,Runaway Creek,Private Reserve,Private Reserve,National,IV,Not Applicable,Designated,1998,Not Reported,Not Reported,Birds Without Borders,Not Reported,State Verified,1844,BZ-BZ,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,29
75635,342396,342396,1,Tide,Tide,Private Reserve,Private Reserve,National,IV,Not Applicable,Designated,2001,For-profit organisations,Not Reported,Toledo Institute for Development & Environment,Not Reported,State Verified,1844,BZ-TOL,BLZ,BLZ,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,30
75655,342432,342432,1,Laguna Perdida,Laguna Perdida,Reserva Natural Privada,Private Natural Reserve,National,V,Not Applicable,Designated,2006,Joint governance,Individual landowners,Francisco Lima Pineda,Not Reported,State Verified,814,GT-PE,GTM,GTM,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,1
75667,342460,342460,1,Yaxh├í - Nak├║m - Naranjo,Yaxh├í - Nak├║m - Naranjo,Parque Nacional,National Park,National,II,Not Applicable,Designated,2003,Federal or national ministry or agency,State,CONAP,Not Reported,State Verified,814,GT-PE,GTM,GTM,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,366
81535,354053,354053,1,Balam-Ku,Balam-Ku,Zona Sujeta a Conservaci├│n Ecol├│gica,Ecological Conservation,National,Not Reported,Not Applicable,Designated,2003,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1850,MX-CAM,MEX,MEX,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,1
117,156,156,1,Hitoy Cerere,Hitoy Cerere,Reserva Biologica,Biological Reserve,National,Ia,Not Applicable,Designated,1978,Federal or national ministry or agency,State,Not Reported,Not Reported,State Verified,811,CR-L,CRI,CRI,Not Applicable,Not Applicable,36,35,53,,,"Cost Rica, Panama",Mesoamerica,1,,North America,98
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R├®serves de la cordill├¿re de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii)(viii)(ix)(x),Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,CR-L;PA-1,CRI;PAN,CRI;PAN,Not Applicable,Not Applicable,36,35,53,,,"Cost Rica, Panama",Mesoamerica,1,,North America,98
120,163,163,1,Chirripo,Chirripo,Parque Nacional,National Park,National,II,Not Applicable,Designated,1975,Federal or national ministry or agency,State,Federal or national ministry or agency,Not Reported,State Verified,811,CR-C,CRI,CRI,Not Applicable,Not Applicable,36,35,53,,,"Cost Rica, Panama",Mesoamerica,1,,North America,500
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R├®serves de la cordill├¿re de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii)(viii)(ix)(x),Inscribed,1983,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,CR-L;PA-1,CRI;PAN,CRI;PAN,Not Applicable,Not Applicable,36,35,53,,,"Cost Rica, Panama",Mesoamerica,1,,North America,500
121,164,164,1,Corcovado,Corcovado,Parque Nacional,National Park,National,II,Not Applicable,Designated,1975,Federal or national ministry or agency,State,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable,36,35,53,,,"Cost Rica, Panama",Mesoamerica,1,,North America,0
1613,3317,3317,1,Golfo Dulce,Golfo Dulce,Reserva Forestal,Biological Reserve,National,VI,Not Applicable,Designated,1978,Federal or national ministry or agency,Joint ownership,Federal or national ministry or agency,Not Reported,State Verified,811,CR-P,CRI,CRI,Not Applicable,Not Applicable,36,35,53,,,"Cost Rica, Panama",Mesoamerica,1,,North America,0
124,167,167,1,Tortuguero,Tortuguero,Parque Nacional,National Park,National,II,Not Applicable,Designated,1970,Federal or national ministry or agency,State,Federal or national ministry or agency,Not Reported,State Verified,811,CR-L,CRI,CRI,Not Applicable,Not Applicable,35,34,52,,,"Nicaragua, Costa Rica",Mesoamerica,1,,North America,115
27090,145525,145525,1,Humedal Caribe Noreste,Humedal Caribe Noreste,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,Designated,1996,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,CR-L,CRI,CRI,Not Applicable,Not Applicable,35,34,52,,,"Nicaragua, Costa Rica",Mesoamerica,1,,North America,115
138,193,193,1,Tikal,Tikal,Parque Nacional,National Park,National,II,Not Applicable,Designated,1955,Collaborative governance,State,IDAEH,Not Reported,State Verified,814,GT-PE,GTM,GTM,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,542
140,197,197,1,Tikal National Park,Parc national de Tikal,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i)(iii)(iv)(ix)(x),Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,GT-PE,GTM,GTM,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,542
140,197,197,1,Tikal National Park,Parc national de Tikal,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i)(iii)(iv)(ix)(x),Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,GT-PE,GTM,GTM,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,31
7884,26621,26621,1,Maya,Maya,Reserva de la Biosfera,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1990,Collaborative governance,State,CONAP,Not Reported,State Verified,814,GT-PE,GTM,GTM,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,31
140,197,197,1,Tikal National Park,Parc national de Tikal,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(i)(iii)(iv)(ix)(x),Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,GT-PE,GTM,GTM,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,3
75667,342460,342460,1,Yaxh├í - Nak├║m - Naranjo,Yaxh├í - Nak├║m - Naranjo,Parque Nacional,National Park,National,II,Not Applicable,Designated,2003,Federal or national ministry or agency,State,CONAP,Not Reported,State Verified,814,GT-PE,GTM,GTM,Not Applicable,Not Applicable,33,32,50,,,"Mexico, Belize",Mesoamerica,1,,North America,3
144,201,201,1,R├¡o Pl├ítano,R├¡o Pl├ítano,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1980,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,988,HN-GD,HND,HND,Not Applicable,Not Applicable,34,33,51,,,"Honduras, Nicaragua",Mesoamerica,1,,North America,4
2116,5002,5002,1,R├¡o Pl├ítano Biosphere Reserve,R├®serve de la biosph├¿re R├¡o Pl├ítano,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii)(viii)(ix)(x),Inscribed,1982,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,HN-CL,HND,HND,Not Applicable,Not Applicable,34,33,51,,,"Honduras, Nicaragua",Mesoamerica,1,,North America,4
144,201,201,1,R├¡o Pl├ítano,R├¡o Pl├ítano,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1980,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,988,HN-GD,HND,HND,Not Applicable,Not Applicable,34,33,51,,,"Honduras, Nicaragua",Mesoamerica,1,,North America,3
8978,30625,30625,1,Laguna de Karataska,Laguna de Karataska,Reserva Biol├│gica,Biological Reserve,National,VI,Not Applicable,Proposed,2002,Indigenous peoples,Communal,ICF,Not Reported,State Verified,1927,HN-GD,HND,HND,Not Applicable,Not Applicable,34,33,51,,,"Honduras, Nicaragua",Mesoamerica,1,,North America,3
144,201,201,1,R├¡o Pl├ítano,R├¡o Pl├ítano,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,Designated,1980,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,988,HN-GD,HND,HND,Not Applicable,Not Applicable,34,33,51,,,"Honduras, Nicaragua",Mesoamerica,1,,North America,0
11744,40997,40997,1,Sierra de R├¡o Tinto,Sierra de R├¡o Tinto,Parque Nacional,National Park,National,VI,Not Applicable,Proposed,2011,Federal or national ministry or agency,Multiple ownership,ICF,Not Reported,State Verified,1927,HN-CL,HND,HND,Not Applicable,Not Applicable,34,33,51,,,"Honduras, Nicaragua",Mesoamerica,1,,North America,0
